id	rtAllCriticsRating	rtAllCriticsNumReviews	rtAllCriticsNumFresh	rtAllCriticsScore	rtAudienceRating	rtAudienceNumRatings	rtAudienceScore
3412	7.2	11	10	90	3.6	2107	76
3413	5.7	51	24	47	2.9	28624	51
3414	\N	\N	\N	\N	\N	\N	\N
3415	9.2	6	6	100	4.4	2940	93
3417	7.8	9	9	100	0	0	0
3418	7.9	44	40	90	3.3	16458	75
3419	0	2	1	50	0	0	0
3420	6.9	19	18	94	3.5	3756	76
3421	7.7	40	36	90	3.7	25149	88
3422	7	27	25	92	3.4	1428	66
3423	5.7	19	11	57	3.8	2379	80
3424	8.8	51	49	96	3.8	28566	86
3425	6	32	23	71	0	0	0
3426	6.7	7	4	57	3	220	36
3427	6.8	10	10	100	3.2	1501	48
3428	6	116	69	59	3.4	18572	62
3429	7.6	12	11	91	0	0	0
3430	6	23	16	69	3.3	4245	68
3431	6	23	16	69	3.3	4245	68
3432	2.2	14	0	0	3.1	2045	54
3433	3.8	6	1	16	0	0	0
3434	\N	\N	\N	\N	\N	\N	\N
3435	8.7	43	42	97	4.2	8526	93
3436	4.5	16	5	31	3.2	5112	66
3437	2.2	13	1	7	0	0	0
3438	4.9	37	17	45	3.3	21473	76
3439	4.6	27	10	37	3.1	14179	68
3440	3.8	21	6	28	2.7	11304	42
3441	4.8	16	8	50	0	0	0
3442	3.5	7	1	14	3.2	921	49
3443	0	1	0	0	0	0	0
3444	4.3	18	6	33	0	0	0
3445	5.2	17	8	47	3.1	982	44
3446	6.5	17	11	64	3.4	706	72
3447	7.4	13	12	92	3.7	367	76
3448	7.3	31	28	90	3.5	13673	78
3449	5.5	6	4	66	3.1	241	35
3450	5.9	36	24	66	3.2	10489	66
3451	6	24	15	62	3.7	6951	84
3452	4.9	89	29	32	3.1	16660	67
3453	3.8	67	12	17	3.1	3503	63
3454	3.5	64	10	15	2.9	8374	52
3455	6.2	7	5	71	3.1	563	53
3456	7.6	31	27	87	4.3	1466	94
3457	5.9	54	28	51	3.7	1126	77
3458	7	8	8	100	0	0	0
3459	5.9	11	6	54	0	0	0
3461	6.4	18	11	61	3.1	6608	54
3462	8.9	47	47	100	4.2	9563	95
3463	7.3	70	66	94	3.7	459	77
3464	0	4	0	0	0	0	0
3465	5.7	13	6	46	3.5	371	64
3466	5.4	22	12	54	3.4	3529	72
3467	7.2	24	19	79	3.9	2075	87
3468	8.6	33	32	96	3.9	6593	90
3469	7.8	21	19	90	4	3071	88
3470	7.5	12	9	75	4.3	2637	94
3471	8.6	39	37	94	3.6	21572	79
3472	0	4	2	50	0	0	0
3473	0	2	2	100	0	0	0
3474	4.4	5	2	40	0	0	0
3475	6.8	20	15	75	3.9	2248	86
3476	6.6	45	32	71	3.7	15733	82
3477	4.3	21	5	23	3.5	27733	83
3478	6.8	20	19	95	3.2	5593	74
3479	5.5	19	12	63	0	0	0
3480	6.2	14	9	64	3.3	2546	66
3481	7.6	145	133	91	3.7	41116	88
3483	5.5	101	49	48	3.1	9172	64
3484	3.1	84	7	8	2.8	6706	48
3485	0	2	1	50	0	0	0
3486	0	0	0	0	0	0	0
3487	5.5	101	49	48	3.1	9172	64
3489	4.3	37	9	24	3.3	59655	72
3490	6	5	2	40	0	0	0
3491	0	1	0	0	0	0	0
3492	6.8	6	4	66	0	0	0
3494	7.6	15	14	93	3.8	4651	83
3495	6.7	6	5	83	0	0	0
3496	6.2	16	12	75	3.5	120	57
3497	6	7	5	71	3.3	492	56
3498	7.7	20	19	95	0	0	0
3499	7.3	51	46	90	3.6	18885	83
3500	0	0	0	0	0	0	0
3501	6.6	14	12	85	3.4	940	71
3502	0	0	0	0	0	0	0
3503	8.3	39	38	97	4.1	7425	89
3504	8.1	41	37	90	4.1	8716	93
3505	7.1	27	27	100	3.3	4406	65
3506	6.6	20	17	85	3.4	594	69
3507	8.2	31	31	100	0	0	0
3508	8	31	30	96	0	0	0
3509	4.3	8	2	25	0	0	0
3510	6.5	122	85	69	3.4	17214	78
3511	4	64	16	25	2.6	3493	49
3512	6.1	97	59	60	3.3	8306	76
3513	5	93	34	36	3.2	7074	60
3514	6.6	31	20	64	3.4	281	59
3515	5.4	95	46	48	3.1	39953	60
3516	5.8	9	6	66	0	0	0
3518	4.8	33	9	27	3	659	43
3519	6.1	11	7	63	3.3	2137	56
3520	0	2	0	0	0	0	0
3521	7.2	25	21	84	3.9	3307	87
3522	5.9	6	3	50	4	58	94
3523	0	2	0	0	0	0	0
3524	4.9	183	57	31	3.2	57867	63
3525	5.4	20	11	55	3	5525	53
3526	7.2	39	36	92	3.2	6310	68
3527	6.8	37	28	75	3.5	52908	83
3528	6.4	19	14	73	3.3	2156	68
3529	6.3	10	7	70	3.3	2610	61
3530	\N	\N	\N	\N	\N	\N	\N
3531	7.2	5	5	100	3	232	49
3533	7.5	9	8	88	4.2	181	88
3534	7.3	200	177	88	3.6	107149	82
3535	6.3	122	81	66	3.6	57904	83
3536	6.2	114	78	68	3	9636	55
3537	5.3	74	34	45	3	517	36
3538	7.2	30	24	80	3.6	2798	75
3539	7.8	37	35	94	4	362	82
3540	3.9	33	5	15	3.1	711	45
3541	4.6	12	2	16	3.8	477	77
3542	0	4	2	50	0	0	0
3543	8.2	25	24	96	3.6	2408	75
3544	4.4	19	7	36	0	0	0
3545	8.3	32	31	96	3.8	7394	86
3546	7.6	37	33	89	3.9	7128	89
3547	7.6	15	15	100	3.7	1024	76
3548	8	13	12	92	0	0	0
3549	6.9	15	12	80	0	0	0
3550	7.7	109	98	89	3.5	21784	75
3551	7.2	34	27	79	3.6	4534	81
3552	6.5	44	33	75	3.6	26005	86
3553	4.4	65	18	27	2.9	3212	45
3554	6.7	86	70	81	3.9	41056	93
3555	6.2	94	64	68	3.1	8932	60
3556	7	90	70	77	3.5	29052	80
3557	5.2	16	7	43	2.9	1225	39
3559	7.7	13	13	100	0	0	0
3560	0	2	1	50	0	0	0
3562	5.4	38	17	44	2.7	930	32
3563	4.6	9	2	22	2.9	8151	53
3564	4	70	17	24	2.3	3581	30
3565	4.6	94	32	34	3.5	12595	78
3566	6.4	76	56	73	3.3	1772	65
3567	6.6	28	21	75	3.2	470	54
3568	5.8	14	7	50	3.2	55	50
3569	\N	\N	\N	\N	\N	\N	\N
3570	5.5	23	9	39	3	278	39
3571	6.3	80	54	67	3	896	50
3572	3.2	9	1	11	0	0	0
3573	0	2	0	0	0	0	0
3574	0	2	0	0	0	0	0
3575	5.9	6	4	66	3.5	284	57
3576	7.8	128	113	88	3.5	16387	71
3577	3.2	6	0	0	3.1	1343	54
3578	7	159	123	77	3.8	248672	85
3580	5.3	58	27	46	3	371	34
3581	6.1	28	17	60	4	6954	88
3583	0	0	0	0	0	0	0
3584	8.6	48	46	95	4.2	10327	90
3585	0	2	1	50	0	0	0
3586	6.4	7	6	85	3.7	186	80
3587	6	43	27	62	3.4	36073	75
3588	6.4	17	12	70	3.3	626	55
3589	0	0	0	0	0	0	0
3590	5.6	11	7	63	3.1	800	43
3591	5.9	17	13	76	3	3176	54
3592	0	1	0	0	0	0	0
3593	2.3	122	3	2	1.6	6896	14
3594	5	79	33	41	3.5	28939	79
3595	3.3	30	5	16	2.9	580	48
3596	3.5	30	4	13	2.9	1198	48
3597	3.2	68	9	13	2.4	782	32
3598	8.2	54	51	94	3.8	5816	86
3599	7.2	5	3	60	0	0	0
3600	4.3	6	1	16	0	0	0
3601	0	2	1	50	0	0	0
3602	4.7	5	0	0	0	0	0
3603	0	3	0	0	0	0	0
3604	6.4	11	8	72	0	0	0
3605	6.7	12	12	100	0	0	0
3606	8	16	15	93	0	0	0
3607	0	0	0	0	0	0	0
3608	7.4	35	32	91	3	14034	66
3609	7.7	16	15	93	3.7	139	55
3610	5.7	8	5	62	0	0	0
3612	0	1	1	100	0	0	0
3613	6.9	11	9	81	3.5	240	70
3614	6	26	17	65	2.7	3153	35
3615	6.2	120	78	65	3	9615	48
3616	4.2	94	23	24	2.6	5745	37
3617	5.9	89	52	58	3.3	57286	68
3618	6.4	98	65	66	3.2	3828	54
3619	0	4	1	25	0	0	0
3620	6	19	12	63	3.2	418	54
3621	0	2	0	0	2.9	4231	34
3622	6.5	13	12	92	0	0	0
3623	5.8	45	26	57	3.3	46104	70
3624	6.6	130	102	78	3.2	29911	67
3625	6.4	16	13	81	0	0	0
3626	4.9	35	14	40	3.1	1362	51
3627	7.2	31	25	80	3.5	2508	71
3628	5.9	8	5	62	0	0	0
3629	8.8	30	30	100	4.1	4794	91
3630	\N	\N	\N	\N	\N	\N	\N
3631	0	3	1	33	0	0	0
3632	8	24	23	95	4	1388	88
3633	6.6	37	30	81	3.2	8953	62
3634	7.8	18	18	100	3.9	754	86
3635	6.7	37	29	78	3.4	10473	71
3636	5.7	17	10	58	3.6	478	68
3637	8.6	11	11	100	4	549	82
3638	5.7	36	23	63	3	10343	48
3639	5.1	33	17	51	3.3	11297	63
3640	6	23	16	69	3.7	5329	77
3641	0	3	3	100	0	0	0
3642	0	0	0	0	0	0	0
3643	6.8	5	5	100	0	0	0
3644	0	4	4	100	0	0	0
3645	8.6	21	20	95	4	1372	88
3646	4.4	80	24	30	3.2	47401	68
3648	0	0	0	0	0	0	0
3649	6.4	15	11	73	3.1	2098	49
3650	0	3	1	33	0	0	0
3651	7.2	6	6	100	0	0	0
3652	4.9	10	5	50	0	0	0
3653	7.2	15	15	100	4.1	1286	88
3654	8	20	19	95	0	0	0
3655	0	3	2	66	4	1017	85
3656	0	3	3	100	0	0	0
3658	7.2	8	6	75	3.7	842	75
3659	6.3	8	6	75	0	0	0
3660	3.4	5	1	20	0	0	0
3661	4.4	5	1	20	0	0	0
3662	0	2	1	50	0	0	0
3663	3.6	5	0	0	0	0	0
3664	0	2	0	0	0	0	0
3665	0	2	0	0	0	0	0
3666	0	0	0	0	0	0	0
3667	3.8	11	2	18	2.3	601	19
3668	0	0	0	0	0	0	0
3669	4.8	12	6	50	0	0	0
3670	5.9	10	7	70	3.5	303	71
3671	8.1	45	40	88	3.9	41980	89
3672	5.6	7	4	57	0	0	0
3673	5.6	7	4	57	0	0	0
3674	0	0	0	0	0	0	0
3675	6.4	30	23	76	0	0	0
3676	7.9	40	36	90	3.9	15996	83
3677	6.8	42	31	73	4	627	84
3678	6.9	17	14	82	3.8	961	84
3679	7.6	7	7	100	4	242	78
3680	6.4	5	4	80	3.9	762	80
3681	7.8	24	22	91	3.9	15319	91
3682	6.6	20	16	80	0	0	0
3683	8.1	77	73	94	3.9	11335	86
3684	7.4	23	22	95	3.2	2272	59
3685	7	32	28	87	3.3	2048	61
3686	5.3	23	12	52	3.2	10417	61
3687	0	0	0	0	0	0	0
3688	4.5	22	7	31	3.1	8737	58
3689	3.6	9	1	11	0	0	0
3690	3.7	11	3	27	0	0	0
3691	0	1	0	0	0	0	0
3692	4.2	5	1	20	0	0	0
3693	5.4	16	10	62	3.1	5107	60
3694	2.7	8	0	0	0	0	0
3695	0	1	0	0	0	0	0
3696	6.7	11	8	72	0	0	0
3697	6.8	37	28	75	3.5	52908	83
3698	5.5	32	20	62	3.2	13632	59
3699	6.5	23	18	78	3.2	5773	61
3700	7.1	24	22	91	3.5	941	74
3701	\N	\N	\N	\N	\N	\N	\N
3702	7.7	38	36	94	3.4	17975	69
3703	8.3	36	36	100	3.5	18318	76
3704	6.3	37	30	81	3.1	11185	50
3705	4.4	20	6	30	2.8	6723	43
3706	7.1	20	15	75	3.6	7026	79
3707	5.5	21	13	61	3	6256	57
3708	5	21	8	38	3.1	7166	57
3709	4.2	57	10	17	3	8038	45
3710	3.2	10	1	10	2.6	2187	30
3711	5.1	8	4	50	3.8	1077	83
3712	6	33	24	72	3.1	2023	56
3713	6.7	12	10	83	3.6	831	78
3714	5.2	8	3	37	3.5	408	69
3715	4	11	3	27	2.7	844	43
3716	3.5	12	3	25	2.8	1052	40
3717	4.4	133	32	24	3.5	92563	79
3718	6	21	11	52	3.5	767	67
3719	5.6	61	30	49	3.1	949	46
3720	0	0	0	0	0	0	0
3721	4.2	48	13	27	2.8	268	30
3722	5.8	9	6	66	3.3	3330	60
3723	8.2	54	51	94	3.8	5816	86
3724	7.4	21	17	80	3.7	1137	79
3725	5.6	16	9	56	0	0	0
3726	5.9	160	96	60	3.1	12635	54
3727	7.4	41	37	90	3.5	5751	73
3728	8.5	26	26	100	3.5	963	67
3729	7.4	31	28	90	3.3	2211	66
3730	8.6	43	42	97	4	7644	89
3731	7.3	5	5	100	0	0	0
3732	4.2	127	29	22	2.8	85682	36
3733	7.3	24	21	87	3.5	842	72
3734	7.3	16	15	93	3.9	431	82
3735	8	37	34	91	3.8	14881	85
3736	7.9	22	19	86	4.2	1846	92
3737	8.4	10	9	90	0	0	0
3738	7.2	25	23	92	3.3	1677	60
3739	8.4	22	20	90	4.2	1059	91
3740	0	0	0	0	0	0	0
3741	8.7	38	37	97	0	0	0
3742	9	30	30	100	4	4546	85
3743	3.8	61	7	11	2.8	3763	51
3744	7.4	31	28	90	3.3	2211	66
3745	5.7	97	49	50	3.2	13747	59
3746	7.3	24	23	95	4.1	1520	89
3747	7.3	43	35	81	3.8	1524	83
3748	7.2	205	158	77	3.4	41276	78
3749	7	25	17	68	3.6	451	71
3751	8	139	134	96	3	41786	53
3752	5.4	95	46	48	3.1	39953	60
3753	6.1	131	81	61	3.6	80249	80
3754	4.8	92	39	42	2.2	4613	24
3755	0	0	0	0	0	0	0
3756	5.3	85	45	52	3	832	38
3757	0	2	0	0	2.2	1071	17
3758	0	3	2	66	0	0	0
3759	5.9	6	4	66	3.4	1979	62
3760	6.6	26	20	76	3.5	2991	67
3761	5.4	10	5	50	4.1	9658	92
3763	4.6	12	3	25	2.8	1000	37
3764	4.6	12	3	25	2.8	1000	37
3765	0	0	0	0	0	0	0
3766	0	0	0	0	0	0	0
3767	0	0	0	0	0	0	0
3768	0	0	0	0	0	0	0
3769	6.6	22	19	86	3.5	1983	69
3770	6.4	27	21	77	3.1	2088	48
3771	5.4	7	4	57	0	0	0
3772	0	4	2	50	0	0	0
3773	6.8	22	21	95	2.9	3949	74
3774	4.4	12	3	25	2.8	2457	59
3775	6.3	9	6	66	3.1	777	46
3776	7.3	8	7	87	3.2	896	48
3777	4.7	6	3	50	0	0	0
3779	0	1	0	0	0	0	0
3780	0	1	1	100	0	0	0
3781	4.9	7	3	42	0	0	0
3782	5.6	10	7	70	0	0	0
3783	7.7	53	52	98	3.6	2486	76
3784	6.9	41	37	90	3.3	20688	71
3785	5.5	109	58	53	3	178002	50
3786	4.7	46	15	32	3.4	7077	74
3787	7.3	29	25	86	3.9	957	89
3788	8	35	30	85	4	7433	86
3789	8.4	6	6	100	0	0	0
3790	6.1	50	28	56	3.8	1177	79
3791	5.6	32	18	56	3.3	28933	73
3792	6.5	14	12	85	0	0	0
3793	7	152	124	81	3.7	133573	83
3794	7	85	72	84	3.2	907	59
3795	6.7	31	23	74	3.6	461	76
3796	5.3	19	9	47	3.2	1130	51
3797	2.7	52	1	1	2.6	925	41
3798	5.5	122	55	45	3.1	17841	61
3799	3.8	63	10	15	2.7	8481	51
3800	6.1	14	9	64	3.4	502	63
3801	8.5	35	35	100	4	3171	89
3802	4.1	12	2	16	2.6	3020	27
3803	4	5	2	40	3.7	274	72
3804	8.9	40	39	97	4.1	23119	93
3805	0	0	0	0	0	0	0
3806	5.4	5	2	40	0	0	0
3807	6	8	5	62	0	0	0
3808	8.6	7	7	100	0	0	0
3809	6.4	38	31	81	3.3	13746	74
3810	5	13	6	46	2.9	802	36
3811	8.4	20	20	100	0	0	0
3812	7.3	19	17	89	0	0	0
3813	6.5	12	9	75	0	0	0
3814	8	15	15	100	4	4797	88
3816	8.3	8	8	100	3.9	624	86
3817	0	3	2	66	0	0	0
3818	0	2	1	50	0	0	0
3819	8.3	13	13	100	4.3	2542	93
3820	3.9	65	12	18	2.8	700	41
3821	4.4	84	22	26	2.7	14847	53
3822	7.4	39	35	89	4.1	2378	88
3823	5	98	34	34	3.3	3666	67
3824	4.1	68	14	20	3	6655	56
3825	3.9	94	20	21	3.2	65988	73
3826	4.4	112	31	27	2.6	18221	35
3827	6.8	114	90	78	3	9433	49
3829	5.2	14	8	57	3.1	674	46
3830	5.5	31	17	54	3.3	1978	62
3831	6	88	56	63	3.8	3065	82
3832	6.7	12	10	83	0	0	0
3833	4.2	11	4	36	0	0	0
3834	6.5	15	12	80	0	0	0
3835	\N	\N	\N	\N	\N	\N	\N
3836	7	14	12	85	0	0	0
3837	3.9	14	4	28	0	0	0
3838	4.5	9	4	44	0	0	0
3839	3.5	7	1	14	0	0	0
3840	5.3	16	9	56	2.9	3312	52
3841	3.4	14	2	14	2.7	5347	37
3843	6.2	10	7	70	0	0	0
3844	5.8	18	12	66	3.6	26167	88
3845	6.2	11	8	72	3	1435	52
3846	5.2	6	2	33	3.1	883	57
3847	3.9	10	3	30	3	950	49
3848	4.1	17	4	23	3	420	37
3849	8	13	12	92	0	0	0
3850	0	0	0	0	0	0	0
3851	6.7	22	13	59	0	0	0
3852	6.8	47	37	78	3.4	1245	66
3853	6.6	28	21	75	3.5	135	64
3854	7.2	48	43	89	4	1140	84
3855	7.4	34	29	85	3.7	724	75
3857	2.9	97	3	3	2.8	4085	45
3858	5.6	78	40	51	3.4	2682	65
3859	7	34	29	85	3.6	398	69
3860	5.7	26	14	53	3.1	74	41
3861	4.9	105	42	40	3.1	15029	70
3862	6	57	39	68	3	2040	45
3863	5.3	142	65	45	2.8	13598	55
3864	0	0	0	0	0	0	0
3865	6.9	87	75	86	3.7	3266	81
3866	9.2	52	51	98	4.3	12588	95
3867	4.2	11	3	27	2.9	444	40
3868	7.2	35	31	88	3.2	16516	78
3869	5.8	34	19	55	2.9	10932	66
3870	7.2	7	6	85	0	0	0
3871	8.3	28	27	96	3.7	3957	78
3872	7.7	6	6	100	0	0	0
3873	7.4	19	19	100	0	0	0
3874	0	3	1	33	0	0	0
3875	7.3	14	13	92	3.7	898	74
3876	2.8	6	1	16	0	0	0
3877	3.3	24	2	8	2.3	7270	28
3878	0	0	0	0	0	0	0
3879	3.9	80	13	16	2.9	3794	45
3880	7.4	18	17	94	3.6	162	48
3881	0	1	1	100	4.3	140	92
3882	6	115	73	63	3.1	100795	68
3883	5.3	14	6	42	3.5	264	64
3884	8.1	281	265	94	4.1	380680	91
3885	\N	\N	\N	\N	\N	\N	\N
3886	5.5	41	22	53	3.6	704	69
3887	5.4	7	3	42	0	0	0
3888	0	4	1	25	0	0	0
3889	3.3	53	6	11	2.8	5402	49
3891	0	4	2	50	0	0	0
3892	\N	\N	\N	\N	\N	\N	\N
3893	7.2	129	108	83	2.6	4271	37
3894	7.3	19	17	89	4	317	87
3895	3.4	87	9	10	2.7	3820	36
3896	5.4	102	48	47	3.3	5742	68
3897	7.8	159	139	87	3.7	57797	89
3898	4.2	81	21	25	2.9	2354	44
3899	8.4	15	15	100	4.1	1756	92
3900	3.6	29	6	20	3.3	634	61
3901	3.9	88	18	20	2.9	2253	44
3902	6	26	14	53	3.5	289	65
3903	6.8	27	19	70	3.6	469	73
3905	5.1	15	7	46	3.3	699	59
3906	5.3	44	22	50	3.2	1858	49
3907	4.4	5	1	20	3	480	40
3908	3	78	7	8	2.5	5717	35
3909	4.8	95	33	34	3	2022	44
3910	6.7	113	76	67	4.1	17700	90
3911	7.5	107	101	94	3.7	12719	87
3912	7.1	180	140	77	3.9	103150	91
3913	6.4	18	14	77	0	0	0
3914	6	27	17	62	3.6	2111	70
3915	\N	\N	\N	\N	\N	\N	\N
3916	6.3	130	94	72	3.9	91483	91
3917	5.9	30	19	63	3.4	13712	77
3918	5.1	18	8	44	3.2	6950	68
3919	3.8	9	2	22	2.9	5917	52
3920	0	0	0	0	0	0	0
3921	5.5	31	17	54	3.3	1978	62
3922	0	0	0	0	0	0	0
3923	4.8	12	5	41	0	0	0
3924	4.5	7	3	42	0	0	0
3925	7.6	19	18	94	4	4419	88
3926	6.2	11	9	81	0	0	0
3927	7	25	23	92	3.3	1258	66
3928	7.1	22	20	90	3.8	2347	81
3929	8.6	21	21	100	0	0	0
3930	7	26	22	84	3.3	4189	63
3931	2.9	8	1	12	0	0	0
3932	8.4	29	29	100	3.7	2484	78
3933	4.7	9	5	55	0	0	0
3934	5	6	4	66	0	0	0
3936	5	165	54	32	3.7	70849	86
3937	6.6	152	111	73	3.4	11578	73
3938	4	10	3	30	0	0	0
3939	0	3	0	0	0	0	0
3940	0	2	0	0	0	0	0
3941	0	4	0	0	0	0	0
3942	0	2	1	50	0	0	0
3943	5.4	96	46	47	3.6	2334	74
3944	4.9	17	6	35	3.4	1576	65
3945	0	3	0	0	0	0	0
3946	3.6	60	7	11	2.5	4003	31
3947	3.6	60	7	11	2.5	4003	31
3948	6.9	140	118	84	3.6	119331	79
3949	7.4	127	99	77	4.1	103666	93
3950	7	42	32	76	3.4	8243	68
3951	7.6	33	29	87	3.6	294	79
3952	6.7	128	97	75	3.5	2093	72
3953	5.7	106	60	56	2.3	2922	20
3954	5.3	21	9	42	3.1	291	54
3955	3.2	71	8	11	2.6	2790	43
3956	3	89	6	6	2.6	2140	26
3957	5.4	13	8	61	3.4	2007	63
3958	2.7	7	0	0	0	0	0
3959	4.8	146	41	28	2.7	10389	45
3960	3.4	89	11	12	3	20700	60
3961	3	8	0	0	0	0	0
3962	1.8	5	0	0	0	0	0
3963	5.1	7	5	71	0	0	0
3964	7	10	9	90	3.4	2101	65
3965	7.4	8	8	100	3.5	463	69
3966	8.2	17	17	100	3.7	1411	75
3967	7.2	114	97	85	3.4	21103	82
3968	5.4	109	53	48	2.7	15017	45
3969	5	125	49	39	3.5	22458	82
3970	6.2	16	10	62	3.9	2574	80
3971	0	3	1	33	0	0	0
3972	7	74	61	82	3.6	7905	83
3973	3.4	103	13	12	2.1	7040	24
3974	5.5	65	35	53	2.7	4743	54
3975	0	0	0	0	0	0	0
3976	4.9	21	8	38	2.8	424	34
3977	5	171	74	43	3	33126	54
3978	5.2	128	54	42	3.2	9150	64
3979	3.9	113	24	21	3.1	32660	64
3980	5.3	102	42	41	3.6	13217	83
3981	3.7	98	12	12	2.6	5320	32
3982	5.5	65	34	52	3.4	440	64
3983	8	96	91	94	4	2952	87
3984	6.4	36	24	66	3.4	12688	64
3985	6.5	5	4	80	0	0	0
3986	5.2	112	45	40	2.7	12583	38
3987	5.5	105	54	51	2.7	3696	34
3988	5.6	127	67	52	3.1	34926	57
3989	8	28	27	96	4	829	88
3990	6.3	72	54	75	2.8	5095	48
3991	4.4	89	27	30	2.9	17460	44
3992	5.6	76	42	55	3.9	7433	85
3993	6.6	118	88	74	3.6	9122	81
3994	6.2	156	106	67	3.3	35079	73
3995	5.4	7	4	57	3.2	77	43
3996	8.6	143	139	97	3.5	47802	81
3997	3.1	87	9	10	2.2	6148	30
3998	5.3	113	44	38	2.9	6955	44
3999	5.2	107	50	46	2.8	6863	44
4000	6.2	16	13	81	3.4	2904	64
4001	5.4	10	4	40	3	1217	50
4002	7.8	41	39	95	3.4	13720	81
4003	5.4	20	10	50	3.1	2609	48
4005	6.1	33	24	72	3.1	9634	61
4006	0	0	0	0	0	0	0
4007	6.8	48	37	77	3.5	10858	79
4008	7.3	36	32	88	3.3	11412	69
4009	6.7	25	20	80	3.6	1535	77
4010	4.7	20	8	40	0	0	0
4011	6.4	136	98	72	4	125460	92
4012	5.4	16	8	50	2.8	1447	35
4013	3	6	1	16	0	0	0
4014	6	114	71	62	3.6	62492	82
4015	3.6	54	10	18	2.8	34490	52
4016	7	126	107	84	3.4	35081	75
4017	7.4	15	15	100	3.5	1003	71
4018	5.6	118	62	52	3.1	33431	60
4019	6.5	122	90	73	3.4	15572	76
4020	5.9	116	65	56	3.1	8477	56
4021	6.9	95	71	74	3.8	7012	79
4022	7.4	152	136	89	3.5	60473	80
4023	5.4	125	65	52	3.1	19358	66
4024	6.9	93	75	80	3.5	1118	69
4025	5.1	113	46	40	3.2	63572	71
4026	\N	\N	\N	\N	\N	\N	\N
4027	7.1	143	109	76	3.7	35122	87
4028	6.3	80	57	71	3.7	521	77
4029	7.3	113	97	85	3.3	2255	64
4030	0	0	0	0	0	0	0
4031	4.9	99	32	32	3	2957	43
4032	5.2	45	22	48	3.6	540	73
4033	7.1	114	94	82	3.4	4777	76
4034	8	149	136	91	3.5	26217	81
4035	5.8	83	52	62	3.1	892	46
4036	7	133	108	81	3.4	5965	69
4037	8.2	24	23	95	3.8	1676	80
4038	0	4	4	100	0	0	0
4039	4.9	23	12	52	3.1	20236	64
4040	0	0	0	0	0	0	0
4041	7.4	16	15	93	3.5	8345	79
4042	0	0	0	0	0	0	0
4043	7.1	14	13	92	3.5	2435	71
4044	0	1	0	0	0	0	0
4045	6.3	7	5	71	0	0	0
4046	7.7	6	6	100	0	0	0
4047	7.1	15	13	86	3.7	4656	86
4048	6.5	7	5	71	3.2	276	55
4049	6	12	8	66	3	463	42
4050	0	3	0	0	0	0	0
4051	0	0	0	0	0	0	0
4052	4.1	102	25	24	2.8	5738	48
4053	3.4	75	9	12	2.8	2242	47
4054	0	0	0	0	0	0	0
4055	6.9	178	136	76	3	19615	61
4056	6.8	119	92	77	3.2	4315	55
4057	0	2	0	0	3.2	289	47
4059	4.2	12	5	41	3.4	179	65
4060	5.7	10	5	50	3.2	596	48
4061	6.2	117	73	62	3.3	15027	74
4062	0	0	0	0	0	0	0
4063	5.8	21	13	61	2.8	2250	37
4064	6.7	19	15	78	3.7	2668	73
4065	5.5	18	10	55	3.4	1680	67
4066	5.7	26	16	61	3.4	2387	69
4067	5.6	25	13	52	3.4	3409	76
4068	\N	\N	\N	\N	\N	\N	\N
4069	0	2	2	100	0	0	0
4070	5	14	6	42	3.7	361	76
4072	\N	\N	\N	\N	\N	\N	\N
4073	4.1	60	13	21	3	935	44
4074	7.4	14	12	85	3.5	304	66
4076	5.9	9	6	66	3	339	40
4077	7.5	88	84	95	3.6	960	74
4078	4.4	7	2	28	0	0	0
4079	5.5	11	7	63	3.2	2625	53
4080	6.4	16	13	81	2.9	3027	56
4081	5.8	14	10	71	2.9	1446	49
4082	6.6	17	13	76	3.8	2187	82
4083	5.9	10	6	60	3.1	763	45
4084	4.8	24	11	45	3.1	15724	63
4085	7.1	36	30	83	3.4	24776	73
4086	7.5	13	13	100	3.3	1369	61
4087	4.7	15	3	20	3.6	201	72
4088	5.5	6	4	66	3	433	30
4089	4.9	7	3	42	0	0	0
4090	7.1	12	9	75	0	0	0
4091	4.8	19	8	42	3.3	7122	73
4092	2.7	6	0	0	0	0	0
4093	4.6	106	37	34	3.2	234394	50
4094	0	1	1	100	0	0	0
4095	6.4	21	16	76	3.8	2642	86
4096	0	0	0	0	0	0	0
4097	0	1	0	0	0	0	0
4098	6.7	171	130	76	3.4	49706	75
4099	0	4	0	0	2.9	538	33
4100	0	2	0	0	0	0	0
4101	0	2	1	50	0	0	0
4102	6.4	20	16	80	3.7	5495	84
4103	6.8	35	28	80	3.9	15781	88
4104	5.4	13	8	61	0	0	0
4105	8.1	45	45	100	3.6	26792	81
4106	6.4	7	5	71	3.1	682	49
4107	0	0	0	0	0	0	0
4108	6.1	7	5	71	0	0	0
4109	3.4	7	1	14	0	0	0
4110	5.7	14	9	64	3.4	544	58
4111	4.7	13	5	38	3.4	619	57
4112	0	4	2	50	2.7	36	33
4113	6	9	6	66	0	0	0
4114	0	4	3	75	0	0	0
4115	4.7	6	2	33	3.3	562	64
4116	6.5	23	20	86	0	0	0
4117	8.4	17	16	94	3.7	1181	82
4118	0	3	0	0	0	0	0
4119	7.6	8	8	100	4.2	254	85
4120	0	2	0	0	0	0	0
4121	6.6	34	27	79	3.1	4478	59
4122	7.4	10	9	90	3.4	1004	58
4123	3.4	26	5	19	2.3	1043	33
